"AREA","PERIMETER","MAJOR_AXIS","MINOR_AXIS","ECCENTRICITY","EQDIASQ","SOLIDITY","CONVEX_AREA","ASPECT_RATIO","ROUNDNESS","CLASS"
8250,365.958,146.9332,72.9093,0.8682,102.4901,0.9532,8655,2.0153,0.7741,1
8076,350.473,142.2176,73.2478,0.8572,101.4036,0.9826,8219,1.9416,0.8262,1
7536,332.439,130.8325,73.9596,0.8249,97.9548,0.9834,7663,1.769,0.8569,1
8093,352.379,145.8147,71.0661,0.8732,101.5102,0.9772,8282,2.0518,0.819,1
8283,358.044,148.0148,71.8757,0.8742,102.6949,0.9828,8428,2.0593,0.8119,1
7122,335.687,135.7812,67.7809,0.8665,95.2261,0.9674,7362,2.0032,0.7942,1
7196,332.19,136.7438,67.4511,0.8699,95.7196,0.9808,7337,2.0273,0.8195,1
7791,346.044,137.614,73.1594,0.847,99.5982,0.9748,7992,1.881,0.8176,1
8722,368.391,147.2916,76.5616,0.8543,105.3812,0.9687,9004,1.9238,0.8076,1
6322,324.545,133.3124,61.9136,0.8856,89.7186,0.9722,6503,2.1532,0.7542,1
8228,361.725,150.2141,70.474,0.8831,102.3534,0.977,8422,2.1315,0.7902,1
8247,352.359,144.8255,73.0928,0.8633,102.4715,0.9845,8377,1.9814,0.8347,1
8515,370.165,149.7332,73.5664,0.871,104.1232,0.9616,8855,2.0353,0.7809,1
6572,313.258,127.255,66.1011,0.8545,91.4753,0.9774,6724,1.9252,0.8416,1
8980,373.63,150.8546,76.8301,0.8606,106.9284,0.9738,9222,1.9635,0.8084,1
8171,344.436,136.3392,76.9158,0.8257,101.9982,0.9848,8297,1.7726,0.8655,1
7156,322.338,126.4287,73.0989,0.8159,95.4531,0.9819,7288,1.7296,0.8655,1
7531,340.269,139.5545,69.5107,0.8671,97.9222,0.9729,7741,2.0077,0.8174,1
6500,312.713,121.089,70.1446,0.8151,90.9728,0.9693,6706,1.7263,0.8353,1
8299,361.365,144.977,74.3271,0.8586,102.794,0.9663,8588,1.9505,0.7986,1
6291,317.31,131.6067,61.7068,0.8833,89.4983,0.9738,6460,2.1328,0.7852,1
8018,343.619,142.3371,72.0029,0.8626,101.0388,0.9857,8134,1.9768,0.8533,1
7346,337.291,135.9812,70.0994,0.8569,96.712,0.9672,7595,1.9398,0.8114,1
6457,312.864,128.8383,64.7564,0.8645,90.6714,0.984,6562,1.9896,0.829,1
7763,346.057,136.4621,73.9106,0.8406,99.4191,0.9692,8010,1.8463,0.8146,1
7562,345.746,144.7194,67.1534,0.8858,98.1236,0.9802,7715,2.1551,0.7949,1
8656,359.604,142.8807,77.7436,0.839,104.9817,0.9751,8877,1.8378,0.8412,1
8177,355.815,145.9392,72.1287,0.8693,102.0357,0.9793,8350,2.0233,0.8116,1
7295,342.269,137.6562,69.123,0.8648,96.3757,0.9579,7616,1.9915,0.7825,1
7965,349.432,139.4836,74.2642,0.8465,100.7043,0.9717,8197,1.8782,0.8197,1
8081,352.623,139.6149,74.8377,0.8442,101.435,0.97,8331,1.8656,0.8167,1
7757,338.699,134.4164,74.2504,0.8336,99.3807,0.9804,7912,1.8103,0.8497,1
6097,312.059,129.8579,60.1702,0.8862,88.1076,0.9682,6297,2.1582,0.7868,1
6650,328.94,133.0917,64.9335,0.8729,92.0165,0.9647,6893,2.0497,0.7723,1
8075,350.988,138.8777,75.3056,0.8402,101.3973,0.9659,8360,1.8442,0.8237,1
7311,333.656,136.7326,68.8554,0.864,96.4814,0.9858,7416,1.9858,0.8253,1
7948,344.324,136.7799,75.0922,0.8358,100.5968,0.9811,8101,1.8215,0.8424,1
8209,359.132,145.6665,73.1413,0.8648,102.2351,0.9688,8473,1.9916,0.7998,1
8237,351.582,141.9245,74.7674,0.85,102.4093,0.9846,8366,1.8982,0.8374,1
6060,312.943,133.5348,58.066,0.9005,87.8398,0.982,6171,2.2997,0.7776,1
6947,329.743,133.4327,67.4568,0.8628,94.0489,0.9796,7092,1.978,0.8029,1
7291,327.855,132.727,70.202,0.8487,96.3493,0.985,7402,1.8906,0.8524,1
7474,340.31,133.6406,72.5742,0.8397,97.551,0.9705,7701,1.8414,0.811,1
7350,339.791,137.6219,68.9132,0.8656,96.7384,0.9613,7646,1.997,0.8,1
7799,343.536,138.2314,72.9031,0.8496,99.6494,0.9806,7953,1.8961,0.8304,1
8398,357.621,140.521,77.1004,0.836,103.4053,0.9593,8754,1.8226,0.8252,1
6155,306.166,124.2401,63.9844,0.8572,88.5256,0.9795,6284,1.9417,0.8251,1
8377,361.159,145.4381,74.2035,0.8601,103.276,0.9727,8612,1.96,0.8071,1
8335,361.253,145.87,73.7542,0.8628,103.0168,0.9711,8583,1.9778,0.8026,1
7763,341.294,138.2395,72.1173,0.8531,99.4191,0.9789,7930,1.9169,0.8375,1
6654,328.839,137.0724,62.8224,0.8888,92.0442,0.9701,6859,2.1819,0.7733,1
7648,341.403,132.4683,74.9271,0.8247,98.68,0.973,7860,1.768,0.8246,1
6437,307.254,120.7021,69.1093,0.8199,90.5309,0.9843,6540,1.7465,0.8568,1
8195,347.647,138.1845,76.2532,0.834,102.1479,0.9763,8394,1.8122,0.8521,1
8379,370.513,150.494,72.1984,0.8774,103.2883,0.9647,8686,2.0844,0.767,1
6716,316.965,127.0984,67.8962,0.8454,92.472,0.9786,6863,1.872,0.84,1
7936,349.001,143.1148,71.4614,0.8664,100.5208,0.9798,8100,2.0027,0.8188,1
7316,329.371,132.3875,70.9945,0.8441,96.5144,0.982,7450,1.8648,0.8474,1
7708,348.563,141.4554,70.8008,0.8657,99.0663,0.9659,7980,1.9979,0.7972,1
7812,350.724,149.4295,66.8008,0.8945,99.7324,0.9843,7937,2.2369,0.7981,1
7532,346.456,142.9137,68.078,0.8793,97.9287,0.9675,7785,2.0993,0.7885,1
7172,347.025,145.4731,63.9344,0.8982,95.5598,0.9739,7364,2.2754,0.7484,1
8241,359.455,145.9691,72.612,0.8675,102.4342,0.9727,8472,2.0103,0.8015,1
7849,346.935,144.6593,69.5136,0.877,99.9683,0.9873,7950,2.081,0.8195,1
6772,319.411,129.7759,67.1047,0.8559,92.8568,0.9856,6871,1.9339,0.8341,1
8134,356.871,145.0257,72.8316,0.8648,101.767,0.9781,8316,1.9912,0.8026,1
8049,348.696,141.8307,73.0154,0.8573,101.2339,0.986,8163,1.9425,0.8319,1
7023,320.985,128.9544,70.2369,0.8387,94.5619,0.9716,7228,1.836,0.8566,1
7086,332.734,135.9816,67.357,0.8687,94.9851,0.9754,7265,2.0188,0.8043,1
8923,368.088,146.9467,78.4037,0.8458,106.5885,0.9693,9206,1.8742,0.8276,1
8004,342.974,136.2558,75.4543,0.8327,100.9505,0.9798,8169,1.8058,0.8551,1
7543,339.55,138.0914,70.1532,0.8613,98.0002,0.9823,7679,1.9684,0.8221,1
8084,350.871,143.1552,72.4285,0.8626,101.4538,0.9812,8239,1.9765,0.8252,1
7002,327.94,135.8431,66.2625,0.873,94.4205,0.9859,7102,2.0501,0.8182,1
7088,329.934,133.0632,69.0013,0.855,94.9985,0.9835,7207,1.9284,0.8182,1
6697,324.43,127.8973,67.6187,0.8488,92.3411,0.9726,6886,1.8914,0.7996,1
7984,348.417,142.2668,72.1989,0.8617,100.8243,0.9784,8160,1.9705,0.8265,1
7279,336.797,133.5985,70.9436,0.8474,96.27,0.9633,7556,1.8832,0.8064,1
7091,343.166,142.5313,64.2285,0.8927,95.0186,0.9726,7291,2.2191,0.7567,1
8446,354.509,142.616,75.9798,0.8463,103.7004,0.9822,8599,1.877,0.8445,1
7581,343.322,137.115,71.6612,0.8526,98.2468,0.9636,7867,1.9134,0.8082,1
7942,362.366,151.3296,67.7747,0.8941,100.5588,0.9708,8181,2.2328,0.7601,1
6593,320.746,130.5429,65.4091,0.8654,91.6213,0.9795,6731,1.9958,0.8053,1
7738,350.36,143.5383,69.4022,0.8753,99.2589,0.9783,7910,2.0682,0.7922,1
7910,333.702,131.7213,77.0874,0.8109,100.356,0.9869,8015,1.7087,0.8926,1
7822,351.325,142.4354,71.0468,0.8667,99.7962,0.9701,8063,2.0048,0.7964,1
7750,344.089,138.8132,71.7167,0.8562,99.3358,0.9828,7886,1.9356,0.8226,1
5560,289.166,120.2734,58.9944,0.8714,84.1381,0.9818,5663,2.0387,0.8356,1
7099,338.955,137.5079,66.8955,0.8737,95.0722,0.9583,7408,2.0556,0.7765,1
8628,362.202,142.7606,78.1144,0.837,104.8118,0.9765,8836,1.8276,0.8265,1
8082,350.128,140.709,73.7649,0.8516,101.4412,0.9717,8317,1.9075,0.8285,1
7326,339.027,139.98,67.6663,0.8754,96.5803,0.9781,7490,2.0687,0.801,1
7306,332.66,136.8448,68.4608,0.8659,96.4484,0.9845,7421,1.9989,0.8296,1
8496,356.535,142.2064,76.896,0.8412,104.0069,0.9805,8665,1.8493,0.8399,1
7430,340.376,140.8007,67.9781,0.8757,97.2634,0.9819,7567,2.0713,0.8059,1
6866,329.354,133.4534,66.6426,0.8664,93.499,0.9665,7104,2.0025,0.7954,1
6360,313.344,125.1539,65.5659,0.8518,89.9878,0.9723,6541,1.9088,0.814,1
7713,340.408,140.917,70.2319,0.867,99.0984,0.9862,7821,2.0065,0.8364,1
8785,359.538,142.5442,79.4601,0.8302,105.7611,0.9834,8933,1.7939,0.854,1
7803,339.267,132.8775,75.5882,0.8224,99.6749,0.9748,8005,1.7579,0.8519,1
7825,349.679,147.1592,68.2223,0.886,99.8153,0.9846,7947,2.1571,0.8042,1
8066,350.987,145.2528,71.0584,0.8722,101.3408,0.9815,8218,2.0441,0.8228,1
7396,332.999,135.3999,70.0446,0.8558,97.0406,0.9825,7528,1.9331,0.8381,1
7881,343.552,139.791,72.3926,0.8555,100.1719,0.9821,8025,1.931,0.8391,1
8368,353.285,143.9197,74.5162,0.8555,103.2205,0.9818,8523,1.9314,0.8425,1
7979,347.952,141.8465,72.0141,0.8615,100.7927,0.9807,8136,1.9697,0.8282,1
7837,341.136,134.237,75.1171,0.8288,99.8918,0.9779,8014,1.787,0.8463,1
8154,363.416,152.5865,68.7962,0.8926,101.8921,0.9804,8317,2.2179,0.7758,1
6822,332.073,136.0626,65.1478,0.8779,93.1989,0.9632,7083,2.0885,0.7774,1
7175,339.475,139.1973,66.3139,0.8792,95.5798,0.9721,7381,2.0991,0.7824,1
6560,326.067,132.9808,64.1632,0.8759,91.3917,0.9714,6753,2.0725,0.7754,1
7893,342.941,139.9907,72.1472,0.857,100.2481,0.9817,8040,1.9403,0.8434,1
7086,325.278,133.0083,68.4971,0.8572,94.9851,0.9865,7183,1.9418,0.8416,1
6541,307.899,124.0429,67.5207,0.8389,91.2593,0.9855,6637,1.8371,0.867,1
6822,318.538,127.8679,68.6382,0.8437,93.1989,0.9817,6949,1.8629,0.8449,1
7335,327.705,129.7589,72.75,0.828,96.6396,0.9825,7466,1.7836,0.8583,1
7348,336.384,135.0815,70.3082,0.8539,96.7252,0.9732,7550,1.9213,0.816,1
7039,324.177,126.9863,71.6254,0.8257,94.6696,0.9718,7243,1.7729,0.8417,1
6923,330.469,131.3318,68.6763,0.8524,93.8863,0.9665,7163,1.9123,0.7966,1
5532,286.389,115.512,61.6445,0.8457,83.9259,0.9751,5673,1.8738,0.8476,1
6071,305.669,125.3869,62.4084,0.8673,87.9195,0.972,6246,2.0091,0.8165,1
7533,341.254,133.3907,73.5629,0.8342,97.9352,0.9624,7827,1.8133,0.8129,1
7892,344.073,135.4943,75.7681,0.829,100.2417,0.9737,8105,1.7883,0.8377,1
7085,323.828,132.4463,68.5227,0.8558,94.9784,0.9831,7207,1.9329,0.849,1
7367,333.738,136.3329,69.4426,0.8606,96.8502,0.9817,7504,1.9632,0.8312,1
6345,309.1,128.2275,63.645,0.8681,89.8816,0.9849,6442,2.0147,0.8345,1
7831,341.542,137.1311,73.4138,0.8446,99.8536,0.9837,7961,1.8679,0.8436,1
7643,349.762,143.512,68.8317,0.8775,98.6477,0.9692,7886,2.085,0.7851,1
8401,354.071,141.4412,76.2418,0.8423,103.4238,0.9794,8578,1.8552,0.8421,1
7371,334.554,137.0295,69.3399,0.8625,96.8765,0.9802,7520,1.9762,0.8276,1
7258,334.116,132.722,70.855,0.8456,96.131,0.9697,7485,1.8732,0.817,1
8766,374.741,150.3698,75.255,0.8658,105.6467,0.9665,9070,1.9981,0.7844,1
6293,312.142,129.5742,62.2319,0.8771,89.5126,0.9798,6423,2.0821,0.8116,1
7744,338.944,133.5275,75.0175,0.8273,99.2974,0.9805,7898,1.78,0.8471,1
8844,367.296,147.8792,77.1016,0.8533,106.1156,0.9727,9092,1.918,0.8238,1
8053,354.246,143.6442,72.6735,0.8626,101.2591,0.9759,8252,1.9766,0.8064,1
9109,363.483,147.0538,79.3137,0.8421,107.6937,0.9879,9221,1.8541,0.8664,1
8669,360.372,143.3696,77.734,0.8403,105.0605,0.9674,8961,1.8444,0.8388,1
5250,288.208,122.9662,54.7793,0.8953,81.7588,0.983,5341,2.2448,0.7942,1
5421,286.854,117.427,59.1469,0.8639,83.0797,0.9806,5528,1.9853,0.8279,1
7264,338.588,134.6582,69.6372,0.8559,96.1707,0.9689,7497,1.9337,0.7962,1
8478,357.854,141.4939,77.0322,0.8388,103.8967,0.9767,8680,1.8368,0.8319,1
7645,340.809,138.2233,70.7762,0.859,98.6606,0.9806,7796,1.953,0.8271,1
8785,377.479,156.9376,72.0827,0.8883,105.7611,0.9699,9058,2.1772,0.7748,1
8129,356.391,145.788,71.91,0.8699,101.7358,0.9747,8340,2.0274,0.8043,1
8576,356.238,141.2384,77.6998,0.8351,104.4955,0.9778,8771,1.8177,0.8492,1
7307,331.527,129.8823,73.1927,0.8261,96.455,0.978,7471,1.7745,0.8354,1
7985,359.24,147.5476,69.8426,0.8809,100.8306,0.9679,8250,2.1126,0.7775,1
8066,357.556,144.0729,72.6262,0.8636,101.3408,0.9604,8399,1.9838,0.7928,1
7529,337.252,135.7682,71.1313,0.8518,97.9092,0.9789,7691,1.9087,0.8318,1
6783,323.109,130.8123,66.7411,0.8601,92.9321,0.9735,6968,1.96,0.8165,1
7485,344.337,137.9549,70.1467,0.8611,97.6227,0.9637,7767,1.9667,0.7933,1
7999,359.389,149.263,69.3147,0.8856,100.919,0.973,8221,2.1534,0.7782,1
7797,347.736,141.7998,70.8372,0.8663,99.6366,0.9799,7957,2.0018,0.8103,1
7966,341.298,136.3526,75.0108,0.8351,100.7106,0.9869,8072,1.8178,0.8594,1
7941,356.452,139.8097,73.5698,0.8504,100.5525,0.9713,8176,1.9004,0.7854,1
8825,365.301,146.072,77.6324,0.8471,106.0016,0.9789,9015,1.8816,0.831,1
8058,349.773,142.7746,72.4679,0.8616,101.2905,0.9828,8199,1.9702,0.8277,1
6381,312.168,130.2013,62.8648,0.8757,90.1362,0.9832,6490,2.0711,0.8229,1
7791,343.63,142.37,70.038,0.8706,99.5982,0.9873,7891,2.0328,0.8291,1
7582,349.235,143.4104,68.507,0.8785,98.2533,0.9645,7861,2.0934,0.7812,1
7412,337.953,135.8031,70.493,0.8547,97.1455,0.9651,7680,1.9265,0.8155,1
6825,320.063,125.3829,70.4489,0.8272,93.2194,0.9781,6978,1.7798,0.8372,1
8040,342.305,138.4249,74.2327,0.844,101.1773,0.9877,8140,1.8647,0.8623,1
5979,310.984,130.8967,59.013,0.8926,87.2508,0.9794,6105,2.2181,0.7769,1
7965,353.186,142.9616,72.0988,0.8635,100.7043,0.9775,8148,1.9829,0.8024,1
6554,315.029,126.5082,67.1018,0.8477,91.3499,0.9804,6685,1.8853,0.8299,1
7812,341.824,135.3605,74.4386,0.8352,99.7324,0.9724,8034,1.8184,0.8402,1
7195,339.251,142.5011,64.5378,0.8916,95.7129,0.98,7342,2.208,0.7856,1
5491,293.67,123.0059,57.5192,0.8839,83.6143,0.9858,5570,2.1385,0.8001,1
7707,348.036,143.0618,69.4498,0.8743,99.0599,0.9789,7873,2.0599,0.7996,1
8375,362.341,145.7207,74.1649,0.8608,103.2636,0.9694,8639,1.9648,0.8016,1
8624,369.084,152.3734,72.6198,0.8791,104.7875,0.9747,8848,2.0982,0.7956,1
8415,359.606,144.095,75.22,0.8529,103.51,0.9734,8645,1.9156,0.8177,1
8239,360.556,143.3125,74.5314,0.8541,102.4218,0.9646,8541,1.9228,0.7964,1
7723,346.787,140.4123,70.5674,0.8645,99.1626,0.9764,7910,1.9898,0.807,1
7382,337.583,138.1047,68.8287,0.867,96.9487,0.9777,7550,2.0065,0.814,1
7633,344.584,142.8573,68.7442,0.8766,98.5832,0.9844,7754,2.0781,0.8078,1
5937,297.247,122.436,62.259,0.8611,86.9438,0.9846,6030,1.9666,0.8444,1
7446,332.166,133.0211,71.8556,0.8415,97.3681,0.9828,7576,1.8512,0.8481,1
7652,349.2,141.9528,69.5129,0.8719,98.7058,0.9662,7920,2.0421,0.7886,1
8346,355.24,146.5394,73.1415,0.8665,103.0847,0.9841,8481,2.0035,0.8311,1
8521,361.85,147.1372,74.844,0.861,104.1599,0.9818,8679,1.9659,0.8178,1
8464,351.251,142.0572,76.4804,0.8427,103.8109,0.9882,8565,1.8574,0.8621,1
7441,331.82,132.7939,72.4235,0.8382,97.3354,0.9814,7582,1.8336,0.8493,1
7250,347.901,146.6835,63.8449,0.9003,96.078,0.9815,7387,2.2975,0.7527,1
8611,358.615,142.634,77.7101,0.8386,104.7085,0.9809,8779,1.8355,0.8414,1
8394,362.129,145.3686,74.3628,0.8593,103.3807,0.9664,8686,1.9549,0.8044,1
7993,348.96,139.4629,73.7899,0.8486,100.8811,0.9746,8201,1.89,0.8248,1
7608,347.985,138.2608,71.4463,0.8561,98.4216,0.9716,7830,1.9352,0.7895,1
5674,298.549,123.016,59.5306,0.8751,84.9962,0.9813,5782,2.0664,0.8,1
6845,308.833,118.1902,74.3242,0.7775,93.3559,0.9821,6970,1.5902,0.9019,1
8403,361.621,149.7338,71.7794,0.8776,103.4361,0.9801,8574,2.086,0.8075,1
7345,329.236,131.4547,72.1515,0.8359,96.7055,0.9842,7463,1.8219,0.8515,1
7179,325.731,131.8089,69.6128,0.8492,95.6064,0.9849,7289,1.8935,0.8503,1
7386,330.996,134.2701,70.4501,0.8513,96.975,0.9836,7509,1.9059,0.8472,1
8186,345.998,138.4298,75.8784,0.8364,102.0918,0.9838,8321,1.8244,0.8593,1
6695,316.326,124.6004,69.4477,0.8303,92.3273,0.9707,6897,1.7942,0.8408,1
6989,338.374,139.1113,65.0744,0.8838,94.3328,0.9655,7239,2.1377,0.7671,1
8615,363.51,148.3463,74.8924,0.8632,104.7328,0.9788,8802,1.9808,0.8193,1
7478,338.002,135.4523,71.1029,0.8511,97.5771,0.977,7654,1.905,0.8225,1
7263,332.122,134.3843,69.6319,0.8553,96.1641,0.9808,7405,1.9299,0.8274,1
6058,304.758,124.8235,62.253,0.8668,87.8253,0.9834,6160,2.0051,0.8197,1
8050,346.596,139.1762,74.4486,0.8449,101.2402,0.9806,8209,1.8694,0.8421,1
7770,345.098,138.0869,72.4453,0.8513,99.4639,0.9775,7949,1.9061,0.8199,1
8136,348.531,139.2645,75.409,0.8407,101.7795,0.9804,8299,1.8468,0.8417,1
8628,362.889,145.4621,76.5461,0.8503,104.8118,0.9777,8825,1.9003,0.8233,1
8224,360.052,146.0934,72.941,0.8664,102.3285,0.9719,8462,2.0029,0.7972,1
6258,310.512,129.5984,61.9495,0.8784,89.2633,0.9837,6362,2.092,0.8156,1
7500,341.552,136.6293,70.9686,0.8545,97.7205,0.9782,7667,1.9252,0.8079,1
7492,337.085,133.0832,72.3602,0.8393,97.6684,0.9708,7717,1.8392,0.8286,1
7918,346.677,140.0767,72.8123,0.8543,100.4067,0.9815,8067,1.9238,0.8279,1
6397,319.229,136.5437,60.3458,0.897,90.2492,0.9805,6524,2.2627,0.7888,1
7427,343.957,138.0193,69.7524,0.8629,97.2438,0.9684,7669,1.9787,0.7889,1
7962,345.34,138.9448,73.642,0.848,100.6853,0.9831,8099,1.8868,0.839,1
6387,319.493,132.6048,61.9255,0.8843,90.1786,0.9784,6528,2.1414,0.7863,1
8419,358.919,143.8951,75.3513,0.8519,103.5346,0.9768,8619,1.9097,0.8213,1
6770,327.429,134.8122,64.741,0.8771,92.843,0.9812,6900,2.0823,0.7935,1
7170,331.734,131.8298,70.1593,0.8466,95.5465,0.9746,7357,1.879,0.8187,1
7014,327.528,132.0911,68.7545,0.8539,94.5013,0.9843,7126,1.9212,0.8216,1
6457,309.86,123.9477,66.8946,0.8419,90.6714,0.9771,6608,1.8529,0.8451,1
7229,342.757,141.8356,66.0675,0.8849,95.9388,0.9683,7466,2.1468,0.7732,1
7246,329.682,129.8204,71.9704,0.8323,96.0515,0.9744,7436,1.8038,0.8378,1
7194,331.874,137.6383,67.4896,0.8715,95.7062,0.9841,7310,2.0394,0.8208,1
8038,349.572,139.5949,74.1598,0.8472,101.1647,0.9828,8179,1.8824,0.8266,1
7729,342.65,136.4926,73.3631,0.8433,99.2011,0.9763,7917,1.8605,0.8272,1
7641,339.751,141.3924,69.3061,0.8716,98.6348,0.9856,7753,2.0401,0.8318,1
8015,348.199,136.2297,76.3463,0.8282,101.0199,0.9728,8239,1.7844,0.8307,1
8092,347.094,141.7851,73.0481,0.8571,101.504,0.9856,8210,1.941,0.8441,1
8080,354.514,144.3374,72.1721,0.866,101.4287,0.9799,8246,1.9999,0.8079,1
8060,352.847,142.003,73.5274,0.8555,101.3031,0.9772,8248,1.9313,0.8135,1
7097,324.869,129.0984,70.7378,0.8365,95.0588,0.9759,7272,1.825,0.845,1
8763,367.489,149.8012,75.1597,0.865,105.6286,0.9805,8937,1.9931,0.8154,1
7442,342.873,138.0694,70.0772,0.8616,97.3419,0.9691,7679,1.9702,0.7955,1
6316,311.545,129.111,62.6239,0.8745,89.676,0.9811,6438,2.0617,0.8177,1
6043,300.347,120.1926,65.2545,0.8398,87.7165,0.9796,6169,1.8419,0.8418,1
8487,354.328,139.9302,78.0392,0.83,103.9518,0.9742,8712,1.7931,0.8495,1
5665,290.126,118.4201,61.5369,0.8544,84.9288,0.9828,5764,1.9244,0.8457,1
7919,352.84,144.3709,70.708,0.8719,100.4131,0.9724,8144,2.0418,0.7993,1
7416,341.616,140.5148,67.8412,0.8757,97.1717,0.9762,7597,2.0712,0.7986,1
9634,384.746,153.0073,80.9777,0.8485,110.7537,0.9768,9863,1.8895,0.8178,1
7660,342.551,139.93,70.245,0.8649,98.7574,0.9795,7820,1.992,0.8203,1
6669,322.672,128.764,67.3203,0.8524,92.1479,0.9644,6915,1.9127,0.8049,1
7126,336.7,135.401,68.1552,0.8641,95.2528,0.9638,7394,1.9867,0.7899,1
6498,307.761,117.9816,71.3408,0.7965,90.9588,0.9766,6654,1.6538,0.8621,1
8269,359.199,144.5589,74.1779,0.8583,102.6081,0.9696,8528,1.9488,0.8054,1
5040,283.478,114.8718,56.2837,0.8717,80.107,0.9779,5154,2.0409,0.7881,1
8592,368.645,149.394,74.3306,0.8674,104.5929,0.9696,8861,2.0099,0.7945,1
6840,327.168,135.7713,64.4072,0.8803,93.3218,0.9822,6964,2.108,0.803,1
7606,339.59,136.8345,71.6046,0.8522,98.4086,0.9803,7759,1.911,0.8288,1
7357,339.453,136.6213,69.8625,0.8594,96.7844,0.9671,7607,1.9556,0.8023,1
6008,313.41,132.5493,58.5381,0.8972,87.4621,0.9801,6130,2.2643,0.7686,1
7956,347.755,140.9161,72.6178,0.857,100.6474,0.9739,8169,1.9405,0.8267,1
8536,355.287,141.8737,77.3028,0.8385,104.2515,0.9857,8660,1.8353,0.8498,1
6848,312.282,120.5096,73.495,0.7925,93.3764,0.9805,6984,1.6397,0.8824,1
6969,323.604,131.0507,67.9482,0.8551,94.1977,0.9821,7096,1.9287,0.8363,1
6828,307.828,117.6831,74.7098,0.7726,93.2399,0.985,6932,1.5752,0.9055,1
6367,308.618,125.3337,65.23,0.8539,90.0373,0.9795,6500,1.9214,0.84,1
7357,334.828,130.2216,73.5489,0.8252,96.7844,0.9777,7525,1.7705,0.8246,1
7333,326.706,132.1433,71.1757,0.8425,96.6264,0.986,7437,1.8566,0.8633,1
6973,326.658,134.6169,66.3406,0.8701,94.2247,0.9843,7084,2.0292,0.8212,1
7654,337.41,134.9497,73.1914,0.8401,98.7187,0.9851,7770,1.8438,0.8449,1
7553,337.219,134.5225,72.2427,0.8436,98.0652,0.979,7715,1.8621,0.8347,1
7955,355.269,149.3766,68.6425,0.8882,100.641,0.9853,8074,2.1762,0.792,1
8041,354.662,144.2715,71.7772,0.8675,101.1836,0.9773,8228,2.01,0.8033,1
7198,336.29,135.8532,68.7196,0.8626,95.7328,0.9772,7366,1.9769,0.7998,1
7173,323.978,129.6481,71.2419,0.8355,95.5665,0.9833,7295,1.8198,0.8588,1
9418,380.883,155.5047,78.0647,0.8649,109.5051,0.9803,9607,1.992,0.8158,1
8459,354.592,142.5334,76.1538,0.8453,103.7802,0.9816,8618,1.8717,0.8454,1
7570,342.453,140.0104,69.771,0.867,98.1755,0.9745,7768,2.0067,0.8112,1
8462,356.638,144.6884,75.1285,0.8546,103.7986,0.9819,8618,1.9259,0.836,1
8289,361.092,147.601,71.9853,0.873,102.7321,0.98,8458,2.0504,0.7989,1
6659,318.534,132.6457,64.2435,0.8749,92.0788,0.9816,6784,2.0647,0.8247,1
7544,332.531,133.1438,72.9865,0.8364,98.0067,0.9791,7705,1.8242,0.8573,1
7395,331.851,131.6722,71.8913,0.8378,97.034,0.9843,7513,1.8315,0.8438,1
6971,332.753,138.7562,64.8969,0.8839,94.2112,0.9822,7097,2.1381,0.7912,1
6919,312.07,120.9,73.5714,0.7935,93.8592,0.9838,7033,1.6433,0.8928,1
7461,336.077,135.2144,71.2556,0.8499,97.4661,0.9743,7658,1.8976,0.8301,1
7502,330.931,131.501,73.5,0.8292,97.7335,0.9786,7666,1.7891,0.8608,1
7462,340.619,136.4819,71.0959,0.8536,97.4726,0.9719,7678,1.9197,0.8082,1
7582,350.276,140.3984,70.3436,0.8654,98.2533,0.9571,7922,1.9959,0.7766,1
6764,315.31,127.8751,68.0955,0.8464,92.8019,0.9839,6875,1.8779,0.8549,1
8067,364.494,143.7799,73.1595,0.8609,101.347,0.9702,8315,1.9653,0.763,1
8196,364.55,149.8807,70.4745,0.8826,102.1542,0.9729,8424,2.1267,0.775,1
8576,357.412,145.6571,75.8202,0.8538,104.4955,0.9886,8675,1.9211,0.8436,1
8859,377.377,152.4422,75.1996,0.8699,106.2056,0.9636,9194,2.0272,0.7817,1
8041,343.76,134.1132,77.6297,0.8154,101.1836,0.9803,8203,1.7276,0.8551,1
8047,358.454,143.8182,72.8636,0.8622,101.2213,0.9582,8398,1.9738,0.787,1
8202,360.919,146.0682,72.1938,0.8693,102.1915,0.9764,8400,2.0233,0.7912,1
6954,335.829,138.4718,64.5297,0.8848,94.0963,0.9749,7133,2.1459,0.7748,1
6985,339.548,142.0919,63.0391,0.8962,94.3058,0.9769,7150,2.254,0.7613,1
8821,365.517,149.5498,75.5949,0.8628,105.9776,0.9817,8985,1.9783,0.8297,1
7346,339.765,140.761,67.1486,0.8789,96.712,0.9761,7526,2.0963,0.7997,1
6990,327.557,129.2327,70.137,0.8399,94.3395,0.9679,7222,1.8426,0.8187,1
7176,329.155,132.4315,70.0394,0.8487,95.5864,0.9786,7333,1.8908,0.8323,1
7736,338.716,135.3163,73.6243,0.839,99.2461,0.9817,7880,1.8379,0.8473,1
6994,325.902,129.0955,70.0086,0.8402,94.3665,0.9835,7111,1.844,0.8275,1
6131,325.145,138.7868,57.3697,0.9106,88.3529,0.9578,6401,2.4192,0.7288,1
7256,336.441,142.7455,65.1196,0.8899,96.1178,0.9851,7366,2.1921,0.8055,1
7036,329.957,135.5996,66.9328,0.8697,94.6494,0.9791,7186,2.0259,0.8121,1
